1월 1일 :황사
1월 2일 :황사
1월 3일 :맑음
1월 4일 :연무
1월 5일 :맑음
1월 6일 :맑음
1월 7일 :비
1월 8일 :비박무
1월 9일 :비소낙눈소낙성진눈깨비
1월 10일 :소나기소낙눈소낙성진눈깨비박무
1월 11일 :맑음
1월 12일 :연무
1월 13일 :맑음
1월 14일 :맑음
1월 15일 :맑음
1월 16일 :맑음
1월 17일 :맑음
1월 18일 :비박무연무
1월 19일 :맑음
1월 20일 :비소나기소낙성진눈깨비연무황사
1월 21일 :소낙눈소낙성진눈깨비
1월 22일 :맑음
1월 23일 :맑음
1월 24일 :맑음
1월 25일 :맑음
1월 26일 :맑음
1월 27일 :맑음
1월 28일 :비
1월 29일 :비
1월 30일 :비박무황사
1월 31일 :박무황사
2월 1일 :비박무
2월 2일 :안개비박무
2월 3일 :안개비박무
2월 4일 :소낙눈
2월 5일 :맑음
2월 6일 :비
2월 7일 :비
2월 8일 :비박무
2월 9일 :비
2월 10일 :비
2월 11일 :비
2월 12일 :비달무리
2월 13일 :비
2월 14일 :맑음
2월 15일 :맑음
2월 16일 :맑음
2월 17일 :비
2월 18일 :비
2월 19일 :비
2월 20일 :맑음
2월 21일 :맑음
2월 22일 :맑음
2월 23일 :연무
2월 24일 :연무
2월 25일 :비연무
2월 26일 :비박무연무
2월 27일 :박무연무
2월 28일 :비박무연무
3월 1일 :비박무
3월 2일 :비
3월 3일 :맑음
3월 4일 :비박무
3월 5일 :맑음
3월 6일 :맑음
3월 7일 :비햇무리
3월 8일 :맑음
3월 9일 :맑음
3월 10일 :맑음
3월 11일 :달무리
3월 12일 :비박무
3월 13일 :비박무
3월 14일 :비
3월 15일 :맑음
3월 16일 :맑음
3월 17일 :비
3월 18일 :박무황사
3월 19일 :황사
3월 20일 :비
3월 21일 :맑음
3월 22일 :맑음
3월 23일 :맑음
3월 24일 :맑음
3월 25일 :비박무
3월 26일 :비안개비안개박무
3월 27일 :안개박무
3월 28일 :비
3월 29일 :비박무
3월 30일 :비안개비박무
3월 31일 :박무
4월 1일 :맑음
4월 2일 :맑음
4월 3일 :맑음
4월 4일 :맑음
4월 5일 :맑음
4월 6일 :맑음
4월 7일 :맑음
4월 8일 :맑음
4월 9일 :맑음
4월 10일 :맑음
4월 11일 :맑음
4월 12일 :비박무
4월 13일 :비박무
4월 14일 :맑음
4월 15일 :맑음
4월 16일 :비
4월 17일 :비박무
4월 18일 :안개비안개박무
4월 19일 :비안개비박무
4월 20일 :비박무
4월 21일 :맑음
4월 22일 :비
4월 23일 :맑음
4월 24일 :맑음
4월 25일 :맑음
4월 26일 :비
4월 27일 :비박무
4월 28일 :비박무
4월 29일 :비박무
4월 30일 :비
5월 1일 :맑음
5월 2일 :박무
5월 3일 :박무햇무리
5월 4일 :비박무
5월 5일 :비박무
5월 6일 :맑음
5월 7일 :맑음
5월 8일 :비박무
5월 9일 :맑음
5월 10일 :맑음
5월 11일 :비박무
5월 12일 :비박무
5월 13일 :달코로나
5월 14일 :비박무
5월 15일 :비박무
5월 16일 :맑음
5월 17일 :맑음
5월 18일 :맑음
5월 19일 :맑음
5월 20일 :비박무
5월 21일 :안개박무
5월 22일 :안개박무
5월 23일 :박무
5월 24일 :박무
5월 25일 :비박무
5월 26일 :박무황사
5월 27일 :황사
5월 28일 :황사
5월 29일 :박무연무황사
5월 30일 :맑음
5월 31일 :맑음
6월 1일 :비
6월 2일 :비
6월 3일 :비박무
6월 4일 :비안개비박무
6월 5일 :비안개비박무
6월 6일 :박무
6월 7일 :박무
6월 8일 :맑음
6월 9일 :박무
6월 10일 :안개비박무
6월 11일 :안개비박무달무리
6월 12일 :소나기박무
6월 13일 :박무
6월 14일 :안개박무
6월 15일 :박무
6월 16일 :비박무
6월 17일 :비박무
6월 18일 :비박무
6월 19일 :박무
6월 20일 :비박무
6월 21일 :비박무
6월 22일 :비박무
6월 23일 :박무
6월 24일 :비박무
6월 25일 :박무
6월 26일 :비박무
6월 27일 :비박무
6월 28일 :박무
6월 29일 :박무
6월 30일 :박무
7월 1일 :맑음
7월 2일 :비박무
7월 3일 :비안개비박무
7월 4일 :비안개비박무
7월 5일 :비박무
7월 6일 :비박무뇌전천둥
7월 7일 :박무
7월 8일 :비안개비박무
7월 9일 :비박무
7월 10일 :비안개비안개박무
7월 11일 :비박무
7월 12일 :비박무
7월 13일 :비안개박무뇌전
7월 14일 :박무
7월 15일 :비박무
7월 16일 :비박무
7월 17일 :비박무뇌전천둥
7월 18일 :비
7월 19일 :비안개박무
7월 20일 :안개박무
7월 21일 :맑음
7월 22일 :맑음
7월 23일 :맑음
7월 24일 :비
7월 25일 :비소나기무지개
7월 26일 :비박무
7월 27일 :비
7월 28일 :비
7월 29일 :소나기
7월 30일 :맑음
7월 31일 :비소나기무지개
8월 1일 :비
8월 2일 :비박무무지개
8월 3일 :비
8월 4일 :비박무
8월 5일 :박무
8월 6일 :안개박무
8월 7일 :비박무
8월 8일 :비박무
8월 9일 :맑음
8월 10일 :비달무리
8월 11일 :비
8월 12일 :박무연무
8월 13일 :비박무
8월 14일 :비안개비박무
8월 15일 :비박무
8월 16일 :박무
8월 17일 :비박무
8월 18일 :비
8월 19일 :비
8월 20일 :비박무
8월 21일 :비
8월 22일 :박무
8월 23일 :비박무
8월 24일 :비소나기박무천둥
8월 25일 :비
8월 26일 :비
8월 27일 :비
8월 28일 :비박무
8월 29일 :비박무
8월 30일 :비
8월 31일 :맑음
9월 1일 :비
9월 2일 :비
9월 3일 :비박무
9월 4일 :비
9월 5일 :맑음
9월 6일 :비
9월 7일 :맑음
9월 8일 :맑음
9월 9일 :박무
9월 10일 :박무
9월 11일 :맑음
9월 12일 :비달무리
9월 13일 :비
9월 14일 :맑음
9월 15일 :맑음
9월 16일 :맑음
9월 17일 :맑음
9월 18일 :비
9월 19일 :비
9월 20일 :비
9월 21일 :맑음
9월 22일 :비
9월 23일 :비박무
9월 24일 :비
9월 25일 :맑음
9월 26일 :맑음
9월 27일 :맑음
9월 28일 :맑음
9월 29일 :비박무
9월 30일 :비안개비박무
10월 1일 :비
10월 2일 :맑음
10월 3일 :맑음
10월 4일 :맑음
10월 5일 :맑음
10월 6일 :맑음
10월 7일 :맑음
10월 8일 :맑음
10월 9일 :맑음
10월 10일 :비
10월 11일 :맑음
10월 12일 :비박무
10월 13일 :비박무
10월 14일 :맑음
10월 15일 :맑음
10월 16일 :맑음
10월 17일 :맑음
10월 18일 :맑음
10월 19일 :맑음
10월 20일 :해코로나
10월 21일 :비박무
10월 22일 :비박무
10월 23일 :맑음
10월 24일 :맑음
10월 25일 :맑음
10월 26일 :맑음
10월 27일 :맑음
10월 28일 :맑음
10월 29일 :맑음
10월 30일 :비
10월 31일 :비
11월 1일 :비박무
11월 2일 :비박무
11월 3일 :맑음
11월 4일 :맑음
11월 5일 :맑음
11월 6일 :맑음
11월 7일 :맑음
11월 8일 :비
11월 9일 :맑음
11월 10일 :맑음
11월 11일 :맑음
11월 12일 :비박무
11월 13일 :소나기무지개
11월 14일 :비소나기
11월 15일 :맑음
11월 16일 :비
11월 17일 :비소나기
11월 18일 :맑음
11월 19일 :채운
11월 20일 :맑음
11월 21일 :맑음
11월 22일 :맑음
11월 23일 :비
11월 24일 :비소나기박무뇌전
11월 25일 :비박무
11월 26일 :비
11월 27일 :맑음
11월 28일 :비박무무지개
11월 29일 :맑음
11월 30일 :비소나기박무뇌전번개
12월 1일 :비소나기소낙성진눈깨비
12월 2일 :소나기소낙성진눈깨비무지개
12월 3일 :비소나기
12월 4일 :비소나기소낙성진눈깨비
12월 5일 :소나기소낙성진눈깨비뇌전
12월 6일 :소나기소낙성진눈깨비
12월 7일 :맑음
12월 8일 :비
12월 9일 :맑음
12월 10일 :비
12월 11일 :비
12월 12일 :비소나기소낙성진눈깨비
12월 13일 :소나기소낙성진눈깨비
12월 14일 :소나기
12월 15일 :비
12월 16일 :비소나기소낙눈소낙성진눈깨비박무천둥번개폭풍
12월 17일 :소낙눈
12월 18일 :소나기소낙눈
12월 19일 :비
12월 20일 :비연무
12월 21일 :소나기소낙성진눈깨비
12월 22일 :소나기소낙눈소낙성진눈깨비
12월 23일 :맑음
12월 24일 :맑음
12월 25일 :맑음
12월 26일 :맑음
12월 27일 :맑음
12월 28일 :맑음
12월 29일 :비연무
12월 30일 :연무
12월 31일 :비소나기소낙성진눈깨비연무
